118.79	100.91
165.10	114.44
178.36	114.94
218.68	122.05
138.66	130.08
61.82	130.59
72.85	134.06
34.38	136.10
778.63	136.08
43.46	139.42
815.84	139.88
311.39	140.36
807.80	140.49
857.07	140.34
857.07	140.34
875.20	140.69
804.20	141.05
320.48	142.40
340.44	143.30
886.27	143.59
346.93	145.70
878.69	146.37
878.69	146.37
745.33	147.48
366.69	147.96
742.00	147.80
700.82	148.93
29.07	149.35
866.08	149.55
866.08	149.55
751.44	150.15
49.57	150.53
943.87	150.54
232.62	151.61
240.72	151.50
56.78	152.04
267.10	152.93
49.49	153.58
129.46	153.36
129.46	153.36
10.04	154.06
262.26	156.20
351.56	156.32
844.52	157.83
800.80	158.69
818.17	158.39
814.85	159.14
922.65	159.70
598.72	160.50
884.66	160.31
537.06	161.16
771.39	160.97
810.14	161.57
845.91	162.19
540.38	163.15
540.38	163.15
717.66	162.97
724.66	163.06
840.78	165.86
973.72	166.00
882.64	166.49
785.99	167.04
808.11	168.04
836.08	168.38
846.55	168.65
164.04	170.31
171.86	170.37
373.87	170.99
379.19	171.02
424.22	171.42
434.03	171.50
547.97	173.13
568.44	173.00
384.52	173.43
393.40	173.71
393.40	173.71
576.87	173.51
244.59	175.66
362.00	175.55
390.77	176.23
390.77	176.23
395.40	176.15
419.67	176.37
43.14	177.19
331.65	178.08
574.92	177.95
690.41	177.90
359.28	178.38
398.01	178.56
608.83	178.44
487.40	179.27
515.75	179.77
902.49	181.00
926.36	181.64
1042.07	183.46
1042.07	183.46
929.21	183.84
781.42	186.91
838.13	187.43
364.89	188.08
364.89	188.08
408.78	188.29
946.66	189.95
869.02	191.63
274.56	191.90
395.34	191.93
47.80	192.63
47.80	192.63
547.28	192.48
547.28	192.48
654.59	192.61
1007.07	192.36
1147.82	193.20
1050.12	193.56
188.00	194.80
681.50	195.13
1016.94	194.95
1007.60	195.26
813.84	195.81
544.84	196.95
186.35	197.31
190.80	197.40
588.79	197.43
598.51	198.20
1022.95	199.14
1089.80	198.88
1089.80	198.88
1094.72	198.88
1094.72	198.88
1101.73	199.20
1101.73	199.20
457.06	200.05
543.13	199.88
543.13	199.88
381.87	200.66
441.29	200.93
974.87	200.82
1080.69	201.56
1160.53	201.59
840.61	202.19
486.64	202.28
846.72	202.33
1166.19	202.33
457.05	203.22
457.05	203.22
855.83	202.81
445.41	203.52
469.93	203.36
712.49	203.96
950.24	204.11
1165.14	204.93
443.91	206.19
641.24	208.62
921.99	208.55
1097.78	208.35
1097.78	208.35
322.39	208.95
648.26	209.44
419.49	210.20
1186.04	209.87
445.24	210.50
586.64	210.71
149.14	212.20
1013.91	212.34
1119.50	212.69
199.37	213.27
615.25	214.12
186.99	213.92
298.77	213.96
298.77	213.96
496.09	214.13
510.73	216.48
1218.43	217.11
1218.43	217.11
1103.52	218.33
436.24	219.08
503.39	219.51
984.49	219.68
1178.51	219.49
252.65	220.19
368.38	220.19
544.33	220.23
1070.20	219.98
98.07	220.45
528.24	220.44
603.60	220.40
603.60	220.40
203.28	221.34
1031.85	221.89
1131.90	222.38
1131.90	222.38
483.97	223.19
483.97	223.19
1137.36	223.29
539.67	224.51
1032.47	224.55
408.86	225.06
1197.12	224.87
1107.35	225.60
191.78	225.93
512.69	227.18
1079.33	228.26
445.81	228.90
538.06	229.30
513.02	229.79
13.02	231.20
1179.80	231.09
1184.15	230.96
1080.24	231.65
1080.24	231.65
539.39	232.17
1015.30	232.16
1207.22	232.89
1207.22	232.89
674.36	236.20
1063.38	236.81
460.66	237.47
583.24	237.48
1215.61	238.16
952.02	238.55
81.52	239.40
1164.88	240.19
99.02	240.71
526.21	240.86
570.36	241.16
1103.20	240.97
1103.20	240.97
1109.21	240.90
513.33	241.86
124.37	243.88
124.37	243.88
160.48	244.01
160.48	244.01
489.25	244.02
1125.58	244.50
1216.70	244.55
1216.70	244.55
370.71	245.37
370.71	245.37
403.16	245.66
1182.93	245.72
467.29	246.25
467.29	246.25
1120.22	247.56
749.68	247.99
74.87	248.93
344.47	249.91
475.00	250.24
1057.02	252.94
11.26	253.38
910.03	253.53
910.03	253.53
685.65	254.32
685.65	254.32
922.07	254.54
455.78	255.09
758.30	255.31
1070.83	255.93
541.03	256.32
1188.62	258.03
1014.60	260.35
1074.93	261.45
59.58	262.12
316.02	262.20
590.35	262.58
1212.56	262.63
1062.40	263.66
1077.37	263.60
1145.48	264.49
1145.48	264.49
165.72	265.57
211.47	265.32
211.47	265.32
707.09	266.44
1192.87	266.91
1192.87	266.91
124.42	268.05
258.39	268.94
258.39	268.94
709.09	269.00
709.09	269.00
633.81	269.79
1192.59	270.02
1172.19	270.59
504.39	271.18
305.58	272.50
678.56	272.95
451.24	276.58
147.37	277.57
152.29	279.19
1134.70	279.48
1144.14	279.40
1188.91	281.06
466.64	281.73
466.64	281.73
675.55	281.27
454.16	282.51
1138.88	284.18
1190.47	283.92
1192.70	284.49
602.16	285.06
547.51	286.50
351.99	286.97
672.94	288.55
672.94	288.55
1188.46	288.66
1169.86	289.47
1169.86	289.47
487.66	290.76
178.17	293.03
162.65	293.88
291.31	293.97
291.31	293.97
427.00	295.60
564.36	297.23
158.75	297.41
158.75	297.41
95.36	298.09
157.94	300.05
210.87	300.42
320.10	301.87
1209.72	302.43
119.37	303.90
572.60	308.54
39.94	309.87
1120.57	310.03
1172.84	310.92
674.38	312.83
674.38	312.83
148.68	313.53
148.68	313.53
163.21	317.09
248.75	317.12
1133.66	317.65
1219.64	317.49
204.87	319.39
958.51	319.32
851.93	320.06
1118.08	319.80
928.96	320.42
1178.02	321.20
228.40	322.33
1226.38	322.75
196.84	323.83
500.68	323.36
958.74	323.39
958.74	323.39
1123.59	323.98
160.20	324.58
160.20	324.58
1168.96	325.54
1210.40	325.38
124.86	326.44
1218.09	326.61
1146.66	327.08
404.04	329.80
438.66	331.44
448.40	332.02
1127.34	331.73
121.03	333.84
71.40	336.35
1124.20	338.28
268.55	338.80
329.95	340.39
329.95	340.39
137.95	341.10
1124.41	343.22
93.23	344.30
93.23	344.30
975.35	344.51
975.35	344.51
975.35	344.51
975.35	344.51
975.35	344.51
975.35	344.51
1163.43	344.56
1163.43	344.56
1054.99	345.48
1124.63	347.44
116.88	349.46
1172.74	349.90
1119.93	352.37
1058.58	353.88
1143.63	353.84
1111.04	356.50
111.66	357.84
1216.18	358.29
1216.18	358.29
205.07	359.03
834.26	359.80
1135.27	361.11
1144.96	362.07
319.26	363.41
200.88	364.50
1117.09	365.11
180.43	365.36
833.00	365.60
860.04	365.36
1088.27	369.10
82.10	369.48
82.10	369.48
324.20	370.65
829.89	371.77
1076.62	373.42
1134.49	373.35
1067.10	373.78
191.35	374.33
1122.12	374.70
1181.47	376.02
1181.47	376.02
838.72	377.40
1142.16	377.91
1184.99	380.09
1130.02	381.18
214.00	382.07
214.00	382.07
239.04	381.92
43.71	382.57
1170.54	382.96
1121.98	383.34
138.09	388.13
1086.48	388.56
1095.31	389.57
35.97	395.02
35.97	395.02
1084.62	394.59
13.02	402.02
107.02	412.94
130.07	413.44
158.00	413.62
235.60	415.45
1110.14	415.84
81.57	416.47
148.30	417.57
88.82	418.08
173.22	418.71
153.63	420.16
822.44	423.15
129.88	423.65
178.15	423.95
120.84	425.01
182.51	425.64
1089.66	426.37
1079.99	426.79
116.99	429.53
1099.88	430.64
160.04	432.26
1084.33	431.92
82.43	432.81
1086.21	434.45
122.24	435.10
122.24	435.10
105.49	436.44
201.18	436.40
161.57	437.44
161.57	437.44
1084.25	437.34
72.79	438.86
151.44	439.46
43.07	439.95
176.10	443.07
